Company_Name,DIVISION,Item_Code,Item_Name,Packing,Expiry,BatchNo,SaleRate,MRP,SaleScm1,SaleScm2,BATCHQTY,GSTPER,Item_Date,Date,Time
"IPCA LAB",P13,05278,"LOSANORM  - 25",10`S,03/23,EKZ030003AS,37.14,52,0,0,0,12.00,22-Jul-2004,11-Aug-2021,11:30:03
"IPCA LAB",P13,05279,"LOSANORM  - 50",10`S,10/23,CRJ050006AS,45.28,63.4,0,0,38,12.00,22-Jul-2004,11-Aug-2021,11:30:03
"CIPLA LT",R23,32007616,"RISOFOS  - 35",4`S,03/23,E710161,167.67,234.74,0,0,97,12.00,23-Jul-2004,11-Aug-2021,11:30:03
ALEMBIC,A1,117451,"GLIMSER 1MG",10`S,,,34.17,44.39,0,0,0,12.00,26-Jul-2004,11-Aug-2021,11:30:03
ALEMBIC,A1,115058,"GLIMSER 2 (10`S)",10`S,,,50.58,65.72,0,0,0,0.00,26-Jul-2004,11-Aug-2021,11:30:03
ALEMBIC,A1,11205,"TETAN -  H",10`S,03/18,1601000290,84.16,109.35,0,0,0,12.00,26-Jul-2004,11-Aug-2021,11:30:03
MACLEODS,M4,82276,"MACZORB TAB",10`S,05/23,"KMX21001A      ",65.71,92,0,0,18,12.00,28-Jul-2004,11-Aug-2021,11:30:03
MACLEODS,M4,82277,"MACZORB FORTE TAB",10`S,05/23,"KMY2004A       ",114.29,160,0,0,16,12.00,28-Jul-2004,11-Aug-2021,11:30:03
"INTAS PH",I10,32339,"LIPI  EZ - 10",15`S,05/23,K2000923,219.64,307.5,0,0,81,12.00,29-Jul-2004,11-Aug-2021,11:30:03
ZUVENTUS,ZU,8389,"DIOF DS  SYP.*",30ML,07/22,ZLC1AP0002,22.16,29.55,0,0,0,12.00,30-Jul-2004,11-Aug-2021,11:30:03
"OAKNET H",CF5,92115,"FEROSE IV INJ 5ML#",5ML,04/18,FAS16002,101.9,261.82,0,0,0,12.00,04-Aug-2004,11-Aug-2021,11:30:03
"OAKNET H",CF4,92117,"PRUGO SYP",100ML,09/22,MPG20004,48.52,67.93,0,0,6,12.00,04-Aug-2004,11-Aug-2021,11:30:03
ABBOTT,N21,87243,"ACITROM  - 3 TAB *",30`S,05/24,SSG0094,361.26,505.77,0,0,45,12.00,04-Aug-2004,11-Aug-2021,11:30:03
"LYKA LAB",LK1,9863,"ENUFF-10 SACHET",1GM,04/23,HH2105161,7.86,11,0,0,3,12.00,04-Aug-2004,11-Aug-2021,11:30:03
ZYDUS,Z4,25525,"MEVA SR CAP",10`S,09/22,I003202,204.43,286.2,0,0,0,12.00,05-Aug-2004,11-Aug-2021,11:30:03
WALLACE,W3,95101,"ONECAN 400 MG*",2`S,11/22,OGL007A,49.83,69.76,0,0,27,12.00,05-Aug-2004,11-Aug-2021,11:30:03
ZYDUS,GR5,25874,"FORAIR 125MDI",125MDI,11/22,I004788,310.71,435,0,0,15,12.00,06-Aug-2004,11-Aug-2021,11:30:03
ZYDUS,GR5,25370,"FORAIR 250MDI",120MDI,06/22,I002820,450.21,630.3,0,0,29,12.00,06-Aug-2004,11-Aug-2021,11:30:03
MACLEODS,M1,82135,"RABEMAC DSR",10`S,02/24,KRC21007A,128.34,179.68,10,1,2,12.00,07-Aug-2004,11-Aug-2021,11:30:03
"INTAS PH",I32,32349,"VELTRIDE TAB",10`S,09/23,N2002636,135.71,190,0,0,17,12.00,07-Aug-2004,11-Aug-2021,11:30:03
"INTAS PH",I19,32350,"VALPROL INJ",5ML,06/19,W49048,20.92,29.29,0,0,0,12.00,07-Aug-2004,11-Aug-2021,11:30:03
"INTAS PH",I28,32351,"REJUNEX OD CAP",10`S,10/22,N2101278,127.86,179,0,0,136,12.00,07-Aug-2004,11-Aug-2021,11:30:03
"INTAS PH",I15,32343,"G FLOTAS EYE DROPS",5ML,10/17,S28068,27.71,36,0,0,0,12.00,07-Aug-2004,11-Aug-2021,11:30:03
"CIPLA LT",R16,32007284,"LEVORID-D TAB",10`S,03/23,F110078,57.99,81.19,5,1,26,12.00,07-Aug-2004,11-Aug-2021,11:30:03
"CIPLA LT",R18,32007036,"DUOVA INH.(200MD)",200MD,05/23,BA11552,452.61,633.65,0,0,24,12.00,10-Aug-2004,11-Aug-2021,11:30:03
"CIPLA LT",R18,32007037,"DUOVA R/C",15`S,12/20,BA92078,161.86,226.6,0,0,0,12.00,10-Aug-2004,11-Aug-2021,11:30:03
CROSLAND,C16,1490,"MINOZ - OD 100",10`S,09/23,DFC1231B,328.57,460,0,0,71,12.00,12-Aug-2004,11-Aug-2021,11:30:03
"H&H PHAR",HH2,681,CLEARGEL,20GM,03/23,HC078,124.29,174,0,0,197,12.00,16-Aug-2004,11-Aug-2021,11:30:03
"H&H PHAR",HH3,6810,"CLONATE LOTION",25ML,10/22,H136,116.43,163,0,0,87,12.00,16-Aug-2004,11-Aug-2021,11:30:03
"H&H PHAR",HH1,6811,"FUDIC CREAM*",10GM,02/23,HC050,72.7,101.78,0,0,89,12.00,16-Aug-2004,11-Aug-2021,11:30:03
"H&H PHAR",HH3,6812,"KZ LOTION",50ML,04/23,CC085,202.86,284,0,0,42,12.00,16-Aug-2004,11-Aug-2021,11:30:03
"H&H PHAR",HH3,6813,"HHSALIC OINTMENT",10GM,05/22,C171,135,189,0,0,120,12.00,16-Aug-2004,11-Aug-2021,11:30:03
"H&H PHAR",HH1,6814,"PROPYNATE-NF CR.30GM",30GM,09/22,H102,139.29,195,0,0,13,12.00,16-Aug-2004,11-Aug-2021,11:30:03
"H&H PHAR",HH4,6816,"PROPYSALIC -NF LOTION",30ML,04/23,H111,132.14,185,0,0,61,12.00,16-Aug-2004,11-Aug-2021,11:30:03
"H&H PHAR",HH4,6817,"PROPYSALIC-NF 6% OINT",20GM,04/23,H1183,132.14,185,0,0,166,12.00,16-Aug-2004,11-Aug-2021,11:30:03
"H&H PHAR",HH2,6818,"PROPYDERM-NF CREAM",10GM,02/23,H122,132.14,185,0,0,59,12.00,16-Aug-2004,11-Aug-2021,11:30:03
"H&H PHAR",HH2,681120,"SUNBAN LOTION",60ML,,,208,273,0,0,0,0.00,16-Aug-2004,11-Aug-2021,11:30:03
"ALKEM LA",K19,13351,"PIPZO 4.5GM #",1VIAL,05/23,21170112,98.9,273.94,0,0,22,12.00,18-Aug-2004,11-Aug-2021,11:30:03
"IPCA LAB",P4,05252,"MOVON MR TAB",10`S,05/20,GHN018002AS,56.16,78.62,0,0,0,12.00,18-Aug-2004,11-Aug-2021,11:30:03
"FDC LIMI",F6,42135,"OCUDOR E/DROPS",5ML,10/17,"LD W5111",214.74,279,0,0,0,12.00,20-Aug-2004,11-Aug-2021,11:30:03
SYSTOPIC,00,00136,"ORVAS - 20",10`S,02/23,HOD060321,38.57,54,0,0,20,12.00,01-Sep-2004,11-Aug-2021,11:30:03
CROSLAND,C12,14108,"CROLIM OINT 0.03%*",15GM,10/19,S002,167.86,235,0,0,0,12.00,02-Sep-2004,11-Aug-2021,11:30:03
"WALTER B",WB1,1235,"DROTIN PLUS",10`S,04/23,TDPR-329,119.84,167.77,0,0,96,12.00,02-Sep-2004,11-Aug-2021,11:30:03
"INTAS PH",I19,32022,"AZERVA  - E TAB",10`S,08/20,KW2667,122.86,172,0,0,0,12.00,03-Sep-2004,11-Aug-2021,11:30:03
ABBOTT,N29,87248,"NERVUP FORTE CAPS",10`S,07/22,GEG0031,105.61,147.86,0,0,51,12.00,06-Sep-2004,11-Aug-2021,11:30:03
"INTAS PH",I19,32352,"AZERVA -10*",10`S,08/23,N2002662,43.76,61.26,0,0,11,12.00,07-Sep-2004,11-Aug-2021,11:30:03
"INTAS PH",I19,32353,"AZERVA - 20*",10`S,12/23,K2100148,106,148.4,0,0,14,12.00,07-Sep-2004,11-Aug-2021,11:30:03
"INTAS PH",I21,32354,"EMBETA -  XR  25*",15`S,01/19,T04147N,45.46,59.06,0,0,0,12.00,07-Sep-2004,11-Aug-2021,11:30:03
"INTAS PH",I21,32355,"EMBETA  - XR  50*",15`S,11/18,T01697N,64.86,84.26,0,0,0,12.00,07-Sep-2004,11-Aug-2021,11:30:03
"OAKNET H",CF3,92122,"COSVATE S6",30GM,11/22,O20CS003,129.51,181.32,0,0,0,12.00,07-Sep-2004,11-Aug-2021,11:30:03
"OAKNET H",CF3,92123,"FLUCOS 400MG TAB",1`S,07/22,KEO21001,24.87,34.82,0,0,6,12.00,07-Sep-2004,11-Aug-2021,11:30:03
"CIPLA LT",R4,32007417,"9 PM EYE DROP",2.5ML,01/23,IA10047,456.66,599.37,0,0,107,5.00,08-Sep-2004,11-Aug-2021,11:30:03
"LYKA LAB",LK1,982,"MPX- CV DRY SYP",30ML,02/19,MD170910,32.92,44.25,9,1,0,12.00,08-Sep-2004,11-Aug-2021,11:30:03
PROCTER,PG1,3585,"COSOME - A  SYP",100ML,02/23,1076C84701,81.43,114,10,1,56,12.00,09-Sep-2004,11-Aug-2021,11:30:03
NOVARTIS,NV7,8838,"TEGRITAL-CR -300",10`S,05/24,604MBAR1,32.88,46.03,0,0,0,12.00,10-Sep-2004,11-Aug-2021,11:30:03
NOVARTIS,NV3,8843,"TRIOPTAL - 600",10`S,07/22,198002CP,234.29,328,0,0,283,12.00,10-Sep-2004,11-Aug-2021,11:30:03
"INTAS PH",I15,32023,"G FLOTAS (D) DROP",10ML,02/23,L3521018,18.21,25.5,0,0,14,12.00,10-Sep-2004,11-Aug-2021,11:30:03
"CADILA P",CE,04366,"ACIBAN - 20",10`S,,,24.01,31.2,0,0,0,12.00,10-Sep-2004,11-Aug-2021,11:30:03
"IPCA LAB",P5,05254,"REVELOL XL-100",10`S,11/22,HXT020004AK,159.86,223.8,0,0,1,12.00,13-Sep-2004,11-Aug-2021,11:30:03
"IPCA LAB",P5,05255,"REVELOL XL-50*",15`S,03/23,IAL041004AS,69.48,97.27,0,0,121,12.00,13-Sep-2004,11-Aug-2021,11:30:03
"H&H PHAR",HH3,6820,"CLONATE OINT",20GM,02/23,H261,124.29,174,0,0,51,12.00,13-Sep-2004,11-Aug-2021,11:30:03
"H&H PHAR",HH3,6821,"HHSALIC-6 OINTMENT",10GM,01/23,C46,135,189,0,0,19,12.00,13-Sep-2004,11-Aug-2021,11:30:03
"H&H PHAR",HH5,6822,"TRETIN  - 0.025  CREAM *",30G,03/23,C194,132.14,185,0,0,46,12.00,13-Sep-2004,11-Aug-2021,11:30:03
"H&H PHAR",HH5,6823,"TRETIN  - 0.05 CREAM",30G,04/23,C88,128.57,180,0,0,30,12.00,13-Sep-2004,11-Aug-2021,11:30:03
GRANDCUR,00,9154,"TRIKORIUM CREAM",10GM,12/22,C676,71.07,99.5,0,0,64,12.00,14-Sep-2004,11-Aug-2021,11:30:03
ERIS,ER1,659,"GLIMISAVE - M 1",15`S,04/24,"GGLI21010      ",83.14,116.4,0,0,184,12.00,14-Sep-2004,11-Aug-2021,11:30:03
ERIS,ER1,6510,"GLIMISAVE - M 2",15`S,04/24,"GGLV21012      ",119.05,166.67,0,0,139,12.00,14-Sep-2004,11-Aug-2021,11:30:03
ERIS,ER3,6511,"GLITARIS - 15",10`S,11/19,GGTR17002,34.22,47.91,0,0,0,12.00,14-Sep-2004,11-Aug-2021,11:30:03
ERIS,ER3,6512,"GLITARIS - 30",10`S,09/18,GLSG16001,52.09,72.92,0,0,0,12.00,14-Sep-2004,11-Aug-2021,11:30:03
ERIS,ER3,6513,"GLITARIS - M 15",+,08/23,"GGTM20004      ",57.51,80.52,0,0,14,12.00,14-Sep-2004,11-Aug-2021,11:30:03
ERIS,ER3,6514,"GLITARIS - M 30",10`S,08/20,GGTS17002,51.86,72.6,0,0,0,12.00,14-Sep-2004,11-Aug-2021,11:30:03
ERIS,ER1,6515,"LORSAVE  - 25",15`S,11/21,"GLRV19001      ",36.54,51.16,0,0,0,12.00,14-Sep-2004,11-Aug-2021,11:30:03
ERIS,ER1,6516,"LORSAVE  - 50",15`S,11/21,GLRS19002,62.89,88.05,0,0,0,12.00,14-Sep-2004,11-Aug-2021,11:30:03
ERIS,ER1,6520,"RAMISAVE -2.5*",10`S,02/24,"GRSV21001      ",37.63,52.68,0,0,30,12.00,14-Sep-2004,11-Aug-2021,11:30:03
ERIS,ER1,6522,"RAMISAVE -10",10`S,04/24,"GRSX21002      ",90.86,127.21,0,0,23,12.00,14-Sep-2004,11-Aug-2021,11:30:03
"BLUE CRO",B1,36106,"MEFTAL-TX TAB",6`S,03/20,ZBO1804,78.57,110,0,0,0,12.00,15-Sep-2004,11-Aug-2021,11:30:03
"FDC LIMI",F7,42136,"PEPCIA-10 TAB",10`S,06/22,071A056,13.74,19.23,0,0,10,12.00,17-Sep-2004,11-Aug-2021,11:30:03
"FDC LIMI",F7,42137,"PEPCIA - 20",10`S,10/22,071E030,31.25,43.75,0,0,30,12.00,17-Sep-2004,11-Aug-2021,11:30:03
"FDC LIMI",F6,42410,"IOTIM PLUS E/D",5ML,10/22,081E109,98.57,138,0,0,103,12.00,17-Sep-2004,11-Aug-2021,11:30:03
"IPCA LAB",P1,05256,"ZERODOL MR TAB",10`S,04/24,GGG041002BH,65.18,91.25,0,0,223,12.00,20-Sep-2004,11-Aug-2021,11:30:03
GLAXO,G7,55187,"FRAXIPARINE 0.3ML",1`S,01/19,9287B,272.57,357.75,0,0,0,12.00,22-Sep-2004,11-Aug-2021,11:30:03
"CIPLA LT",R15,32007278,"LEVOLIN  - 0.31  RESPU",2.5ML,07/22,L800559,3.19,4.47,0,0,3960,12.00,24-Sep-2004,11-Aug-2021,11:30:03
"FDC LIMI",F5,42138,"VITCOBIN TAB",10`S,11/17,"VB G6051",25.4,33,0,0,0,12.00,24-Sep-2004,11-Aug-2021,11:30:03
"CADILA P",CE,04221,"ACIBAN - 40*",10`S,06/23,JKAC20001,47.71,66.8,0,0,1,12.00,24-Sep-2004,11-Aug-2021,11:30:03
"INTAS PH",I22,32398,"NERVZ CAP",10`S,08/22,N2100652,117.14,164,0,0,63,12.00,27-Sep-2004,11-Aug-2021,11:30:03
"SANDOZ P",SA1,5415,"PZA CIBA 1000MG TAB",10`S,,,71.54,87.14,13,2,0,12.00,01-Oct-2004,11-Aug-2021,11:30:03
"SANDOZ P",SA1,5414,"PZA CIBA 750MG TAB",10`S,01/19,GY9956,45.12,60.16,4,1,0,12.00,01-Oct-2004,11-Aug-2021,11:30:03
"OAKNET H",SA1,5429,"CURAM 625MG *",10`S,07/21,MBM19006,136.09,190.52,0,0,0,12.00,01-Oct-2004,11-Aug-2021,11:30:03
"SANDOZ P",SA1,5439,"SECEF 400MG",10`S,,,149.52,196.25,10,1,0,0.00,01-Oct-2004,11-Aug-2021,11:30:03
"SANDOZ P",SA1,5462,".REGESTRONE TAB*",10`S,09/18,RG6J71U,40.94,49.87,9,1,0,12.00,05-Oct-2004,11-Aug-2021,11:30:03
"IPCA LAB",P11,05257,"GLYREE - 4",10`S,10/22,EKP040003AK,93.57,131,0,0,14,12.00,05-Oct-2004,11-Aug-2021,11:30:03
ZYDUS,Z2,25696,"ATORVA ASP 75 CAP*",10`S,04/23,M21181005,28.83,40.36,0,0,52,12.00,06-Oct-2004,11-Aug-2021,11:30:03
ZYDUS,Z23,25707,"TORGET - 5",10`S,03/23,BEX1104,24.5,34.3,0,0,1,12.00,06-Oct-2004,11-Aug-2021,11:30:03
MACLEODS,M1,82158,"RACEDOT 10MG",1`SATCH,09/17,"15TRL003A      ",5.27,6.85,0,0,0,12.00,06-Oct-2004,11-Aug-2021,11:30:03
ABBOTT,N2,87250,"CLOZAM - 10 *",10`S,04/22,MPF0067,71.98,100.77,0,0,14,12.00,06-Oct-2004,11-Aug-2021,11:30:03
ABBOTT,N2,87251,"CLOZAM  - 5 *",10`S,12/21,MPF0003,39.05,54.67,0,0,15,12.00,06-Oct-2004,11-Aug-2021,11:30:03
ABBOTT,N2,87254,"LIBRIUM  - 25",15`S,04/24,LBB21003,127.62,178.67,0,0,56,12.00,06-Oct-2004,11-Aug-2021,11:30:03
"INTAS PH",I13,32356,"FRANXIT TAB",10`S,03/23,VPIAX06,50,70,0,0,0,12.00,07-Oct-2004,11-Aug-2021,11:30:03
"INTAS PH",I11,32357,"HIFENAC SR TAB",10`S,03/24,N2100961,58.57,82,0,0,59,12.00,07-Oct-2004,11-Aug-2021,11:30:03
"OAKNET H",CF4,92125,"MOMTAS-S OINT.10GM",10G,,,76.38,99.2,0,0,0,12.00,07-Oct-2004,11-Aug-2021,11:30:03
"H&H PHAR",HH5,6825,"DERMADEW LITE SOAP",75GM,04/24,B060,118.64,175,0,0,32,18.00,08-Oct-2004,11-Aug-2021,11:30:03
"INTAS PH",I28,32358,"MIRNITE  MELTAB - 7.5",10`S,10/23,N2003119,50,70,0,0,46,12.00,12-Oct-2004,11-Aug-2021,11:30:03
"INTAS PH",I28,32359,"MIRNITE  MELTAB - 15",10`S,10/23,N2003118,87.86,123,0,0,19,12.00,12-Oct-2004,11-Aug-2021,11:30:03
"INTAS PH",I28,32360,"MIRNITE  MELTAB - 30",10`S,09/23,N2002590,158.57,222,0,0,10,12.00,12-Oct-2004,11-Aug-2021,11:30:03
ALEMBIC,A1,1191,"NEOZEET SYP.",60ML,01/18,1608000072,45.34,58.9,0,0,0,12.00,14-Oct-2004,11-Aug-2021,11:30:03
"H&H PHAR",HH5,6827,"PROPYGENTA NF CREA(30",30GM,02/23,C288,163.57,229,0,0,71,12.00,18-Oct-2004,11-Aug-2021,11:30:03
"H&H PHAR",HH2,6828,"HHSONE LOTION",10ML,02/23,C58,140,196,0,0,26,12.00,18-Oct-2004,11-Aug-2021,11:30:03
"H&H PHAR",HH2,6829,"BENGEL AC 2.5*",30GM,03/23,CC59,90.06,126.09,0,0,27,12.00,21-Oct-2004,11-Aug-2021,11:30:03
PROCTER,PG1,3594,"HARPOON 200 TAB",10`S,06/20,M03EY18002,37.32,52.25,10,3,0,12.00,21-Oct-2004,11-Aug-2021,11:30:03
"OAKNET H",CF5,92129,"CHYMOGRAM PLUS",10`S,10/18,CHK16007,54.94,76.92,9,1,0,12.00,23-Oct-2004,11-Aug-2021,11:30:03
"ONE TOUC",00,791,"ONE TOUCH ULTRA 25`S",25`S,11/22,4745572,710.23,875,0,0,149,12.00,25-Oct-2004,11-Aug-2021,11:30:03
CROSLAND,C9,14248,"IVERMECTOL- 12",2`S,03/23,BFY0007,60.71,85,0,0,366,12.00,27-Oct-2004,11-Aug-2021,11:30:03
MACLEODS,M9,82138,"ETOSAID 60 TAB",10`S,05/23,"KED2001B       ",50.93,71.3,0,0,9,12.00,27-Oct-2004,11-Aug-2021,11:30:03
MACLEODS,M9,82177,"ETOSAID 90 TAB",10`S,11/23,KEE2005A,75.71,106,0,0,13,12.00,27-Oct-2004,11-Aug-2021,11:30:03
MACLEODS,M9,82178,"ETOSAID 120 TAB",10`S,07/19,"KEF603A        ",71.2,92.5,0,0,0,12.00,27-Oct-2004,11-Aug-2021,11:30:03
ABBOTT,N25,87261,"STATOR - 10 *",15`S,02/23,STA21002,61.12,85.57,0,0,100,12.00,28-Oct-2004,11-Aug-2021,11:30:03
SYSTOPIC,00,00138,"PIO M-15",15`S,01/23,PMF2101,42.86,60,0,0,22,12.00,28-Oct-2004,11-Aug-2021,11:30:03
ABBOTT,TC1,7029,"CEFI XL 100MG",10`S,02/18,KRB0218,62.41,81.91,11,1,0,12.00,29-Oct-2004,11-Aug-2021,11:30:03
WALLACE,W4,95102,".WALAPHAGE - SR 500",10`S,12/17,WUR6002,16.41,21.25,0,0,0,12.00,30-Oct-2004,11-Aug-2021,11:30:03
ABBOTT,N25,87263,"STATOR - 20 *",15`S,04/23,STB21004,122.64,171.7,0,0,29,12.00,03-Nov-2004,11-Aug-2021,11:30:03
ZYDUS,Z13,25738,"ATORVA -E TAB",10`S,08/22,BRW1272,197.07,275.9,0,0,27,12.00,04-Nov-2004,11-Aug-2021,11:30:03
SYSTOPIC,00,00139,"PIO M-30",15`S,02/23,PMT2101,62.14,87,0,0,21,12.00,04-Nov-2004,11-Aug-2021,11:30:03
ZUVENTUS,ZU,8392,"MAXTRA  - P SYP *",60ML,05/23,Z06AM21007,64.5,90.3,5,1,117,12.00,04-Nov-2004,11-Aug-2021,11:30:03
ZUVENTUS,E11,8393,"TAZOTUM 4.5G INJ#",4.5GM,10/18,CKC16018,122.21,422.6,0,0,0,12.00,04-Nov-2004,11-Aug-2021,11:30:03
"IPCA LAB",P5,05258,"REVELOL XL-25*",10`S,02/23,IAN031004AS,48.23,67.53,0,0,3,12.00,04-Nov-2004,11-Aug-2021,11:30:03
"INTAS PH",I19,32401,"LCD - 125 TAB",10`S,01/20,KX0441,16.4,22.96,0,0,0,12.00,06-Nov-2004,11-Aug-2021,11:30:03
"INTAS PH",I21,32404,"CYSTINA CAP",10`S,,,51.2,66.5,0,0,0,12.00,06-Nov-2004,11-Aug-2021,11:30:03
"IPCA LAB",P7,05280,"ACUTRET - 20",10`S,10/22,21510288,187.71,262.8,0,0,95,12.00,09-Nov-2004,11-Aug-2021,11:30:03
"OAKNET H",CF4,92130,"MOMTAS CREAM 20GM",20GM,03/23,HY003,151.34,211.87,0,0,1,12.00,10-Nov-2004,11-Aug-2021,11:30:03
"BIOCON L",BC1,2418,"INSUGEN 30/70*",10ML,03/24,V21ITF40003,126.16,157.7,0,0,28,5.00,11-Nov-2004,11-Aug-2021,11:30:03
"BIOCON L",BC1,2419,"INSUGEN-N 40.IU",10ML,06/24,V21INF40001,126.16,157.7,0,0,20,5.00,11-Nov-2004,11-Aug-2021,11:30:03
WALLACE,W3,9537,"PERSOL AC 5% GEL",20G,12/19,I313,69.68,97.55,10,1,0,12.00,11-Nov-2004,11-Aug-2021,11:30:03
WALLACE,W3,9526,"PERSOL AC 2.5% *",20G,08/19,U582,50.66,70.93,10,1,0,12.00,11-Nov-2004,11-Aug-2021,11:30:03
WALLACE,W4,95605,".WALAPHAGE - SR 1000",10`S,01/18,WWR6005,23.55,30.5,0,0,0,12.00,11-Nov-2004,11-Aug-2021,11:30:03
"BIOCON L",BC1,2420,"INSUGEN - R*",10ML,03/24,V21IRF40002,126.16,157.7,0,0,51,5.00,13-Nov-2004,11-Aug-2021,11:30:03
MACLEODS,M5,82153,"MEFOMIN 1GM SR TAB*",10`S,11/22,"KMK2006A       ",25.7,35.97,0,0,19,12.00,19-Nov-2004,11-Aug-2021,11:30:03
"CIPLA LT",R10,32007283,"LEVOLIN SYRUP",100ML,02/23,A610026,15.73,22.02,0,0,103,12.00,19-Nov-2004,11-Aug-2021,11:30:03
"CIPLA LT",R26,32007277,"LEVOLIN-2 TAB",10`S,03/23,SA10884,7.39,10.34,0,0,43,12.00,19-Nov-2004,11-Aug-2021,11:30:03
WALLACE,W3,95864,"FUSIWAL-M CREAM",10GM,12/22,FW27,146.78,205.5,0,0,11,12.00,20-Nov-2004,11-Aug-2021,11:30:03
MACLEODS,M5,82179,"OMNITAN  - H",15`S,11/24,"KOS2005B       ",124.14,173.8,0,0,6,12.00,26-Nov-2004,11-Aug-2021,11:30:03
ZYDUS,Z12,25600,"GRD POW (VANILA)",200GM,10/19,BHT1458,192.88,284.5,8,1,0,28.00,26-Nov-2004,11-Aug-2021,11:30:03
"CIPLA LT",R26,32007276,"LEVOLIN-1 TAB",10`S,03/23,SA10883,4.61,6.46,0,0,66,12.00,01-Dec-2004,11-Aug-2021,11:30:03
"CIPLA LT",R16,32007358,"MOXICIP TAB*",10`S,08/22,SA93722,198.31,277.64,0,0,55,12.00,03-Dec-2004,11-Aug-2021,11:30:03
ZUVENTUS,ZU,8394,"MAXTRA  - P TAB",10`S,03/23,Z05DN21001,28.71,40.2,5,1,1,12.00,03-Dec-2004,11-Aug-2021,11:30:03
ABBOTT,N2,87267,"VALANCE- OD 750",10`S,06/20,PCD0374,118.14,165.4,0,0,0,12.00,03-Dec-2004,11-Aug-2021,11:30:03
MACLEODS,M10,82190,"MOXIMAC TAB*",10`S,01/24,"KMT21001A      ",182.4,255.36,0,0,10,12.00,04-Dec-2004,11-Aug-2021,11:30:03
"CADILA P",CG,04367,"MIGON 5MG",10`S,10/18,JK16003,16.93,22,10,1,0,12.00,04-Dec-2004,11-Aug-2021,11:30:03
"IPCA LAB",P6,05300,"CLOPACT -A 150",10`S,11/16,CT2033,25.02,32.5,0,0,0,0.00,04-Dec-2004,11-Aug-2021,11:30:03
"IPCA LAB",P6,05301,"CLOPACT-A 75",10`S,,,24.63,32,0,0,0,0.00,04-Dec-2004,11-Aug-2021,11:30:03
"IPCA LAB",P14,05302,"FOLITRAX- INJ 50*",2ML,01/23,AI803B21,76.74,100.72,0,0,104,5.00,04-Dec-2004,11-Aug-2021,11:30:03
ZYDUS,ZS,25100,"LINID INFUSION #",300ML,06/20,ABV1007,215.53,504.7,0,0,0,12.00,06-Dec-2004,11-Aug-2021,11:30:03
"INTAS PH",I21,32405,"ZOREM - HT 5",10`S,04/21,KY1025,100,140,0,0,0,12.00,06-Dec-2004,11-Aug-2021,11:30:03
"OAKNET H",CF3,92131,"FLUCOS GEL 0.5%*",15GM,02/24,ZB001,61.69,86.37,0,0,11,12.00,07-Dec-2004,11-Aug-2021,11:30:03
"OAKNET H",CF3,92302,"VIBROX CAP",15`S,07/22,21500001,150.17,221.5,9,1,49,18.00,07-Dec-2004,11-Aug-2021,11:30:03
"OAKNET H",CF3,92303,"EFATOP PE LOTION",100ML,04/23,QEL007,185.76,274,9,1,0,18.00,07-Dec-2004,11-Aug-2021,11:30:03
ZYDUS,GR1,25848,"HAPPI INJ",1VIAL,12/18,V700037,59.64,83.5,2,1,0,12.00,08-Dec-2004,11-Aug-2021,11:30:03
"H&H PHAR",HH1,6831,"KZ CREAM",30GM,05/23,HH141,163.57,229,0,0,98,12.00,09-Dec-2004,11-Aug-2021,11:30:03
ZYDUS,Z7,25601,"DIVALPRO XR 500",10`S,05/23,S100812,132.79,185.9,0,0,30,12.00,09-Dec-2004,11-Aug-2021,11:30:03
SYSTOPIC,00,00160,"ETOSYS MF",10`S,02/23,EM020321,142.86,200,0,0,12,12.00,09-Dec-2004,11-Aug-2021,11:30:03
"ALKEM LA",K11,1620,"CLINDAC-A SOLUTION",25ML,04/23,A2009,207.24,272,0,0,132,5.00,13-Dec-2004,11-Aug-2021,11:30:03
ZUVENTUS,ZU,8395,"FALCINIL-LFX TAB*",6`S,10/20,ZPM4AX8002,104.35,146.09,9,1,0,12.00,15-Dec-2004,11-Aug-2021,11:30:03
SYSTOPIC,00,00140,S-AMCARD-2.5,10`S,10/22,SA2005,10.71,15,0,0,4,12.00,16-Dec-2004,11-Aug-2021,11:30:03
SYSTOPIC,00,00141,S-AMCARD-5,10`S,01/23,SAF2103,17.86,25,0,0,0,12.00,16-Dec-2004,11-Aug-2021,11:30:03
"H&H PHAR",HH5,6832,"CLOSONE ONIT",20GM,01/21,C43,100,140,0,0,0,12.00,17-Dec-2004,11-Aug-2021,11:30:03
MACLEODS,M3,82191,"ZEDOCEF - 50   DT",10`S,11/19,"LMA708B        ",38.86,54.4,0,0,0,12.00,18-Dec-2004,11-Aug-2021,11:30:03
MACLEODS,M3,82192,"ZEDOCEF - 100  DT",10`S,03/22,LMB2005A,92.71,129.8,0,0,4,12.00,18-Dec-2004,11-Aug-2021,11:30:03
MACLEODS,M3,82193,"ZEDOCEF - 200",10`S,10/22,LMC2030B,110,154,10,1,0,12.00,18-Dec-2004,11-Aug-2021,11:30:03
MACLEODS,M3,82194,"ZEDOCEF - 50  SYP.",30ML,11/22,LMH21016A,61.29,85.8,10,1,2,12.00,18-Dec-2004,11-Aug-2021,11:30:03
"CIPLA LT",R28,32007580,"RABICIP I.V #","1 UNIT",11/21,NP9158A,41.55,104.15,0,0,113,12.00,22-Dec-2004,11-Aug-2021,11:30:03
